Получение названий всех продуктов и соответствующих им торговых марок:
[product_name, brand_name]
('Campbell', 'Kellye', 1)
('Stephenson', 'Shay', 1)
('Marsh', 'Luciano', 1)
('Jackson', 'Qiana', 1)
('Jacobs', 'Celestine', 1)
('Oliver', 'Efren', 1)
('Roy', 'Nikita', 1)
('Mcleod', 'Alina', 1)
('Stark', 'Lean', 1)
('Vasquez', 'Houston', 1)
('Camacho', 'Honey', 1)
('Herring', 'Bethany', 1)
('Steele', 'Karey', 1)
('Hebert', 'Laurette', 1)
('Carlson', 'Dwain', 1)
('Atkinson', 'Alden', 1)
('Herring', 'Dewayne', 1)
('Burke', 'Leigh', 1)
('Jarvis', 'Dortha', 1)
('Adams', 'Corinna', 1)
('Jacobson', 'Debbra', 1)
('Bishop', 'Jovita', 1)
('Walker', 'Loise', 1)
('Gregory', 'Ouida', 1)
('Yates', 'Yvone', 1)
('Sloan', 'Erna', 1)
('Lester', 'Randee', 1)
('Hahn', 'Emmett', 1)
('Bryan', 'Meredith', 1)
('Curtis', 'Raven', 1)
('Mcfarland', 'Danille', 1)
('Petersen', 'Wilda', 1)
('Tate', 'Brenda', 1)
('Bullock', 'Titus', 2)
('Flynn', 'Sharla', 2)
('Jenkins', 'Effie', 1)
('Deleon', 'Le', 2)
('Glover', 'Bettie', 1)
('Boone', 'Conchita', 1)
('Mayer', 'Andreas', 1)
('Craig', 'Kristofer', 1)
('Cole', 'Taylor', 1)
('Mcdaniel', 'Dane', 1)
('Franklin', 'Cindie', 1)
('Bailey', 'Rita', 1)
('Cobb', 'Diana', 1)
('Wilkins', 'Priscilla', 1)
('Rivera', 'Kiana', 1)
('Larson', 'Santa', 1)
('Jackson', 'Cesar', 2)
('Farmer', 'Tessie', 1)
('Silva', 'Ezra', 1)
('Benton', 'Shenna', 1)
('Tran', 'Chasidy', 1)
('Middleton', 'Jennie', 1)
('Bonner', 'Zina', 2)
('Rosario', 'Nichelle', 1)
('Nash', 'Hassan', 1)
('Cantrell', 'Donovan', 1)
('Dunn', 'Cris', 1)
('King', 'Alpha', 1)
('Carlson', 'Nicolas', 1)
('Rice', 'Charolette', 3)
('Morrow', 'Rikki', 1)
('Perry', 'Heather', 1)
('Hensley', 'Serina', 1)
('Coffey', 'Rosalie', 1)
('Dawson', 'Marlen', 1)
('Cherry', 'Tammie', 1)
('Bowen', 'Kimberely', 1)
('Justice', 'Lorrie', 1)
('Day', 'Jaimee', 1)
('Bush', 'Lamar', 1)
('Knowles', 'Nathalie', 1)
('Colon', 'Sharika', 1)
('Castro', 'Thad', 1)
('Wilkerson', 'Mikel', 1)
('Carson', 'Christia', 1)
('Harmon', 'Darcel', 1)
('Berg', 'Virgina', 1)
('Perez', 'Reatha', 1)
('May', 'Chanel', 1)
('Larsen', 'Rolanda', 1)
('Hancock', 'Adelaida', 1)
('Barrett', 'Marcell', 1)
('Rodriguez', 'Marcy', 1)
('Mills', 'Kandis', 1)
('Ruiz', 'Myron', 1)
('Orr', 'Farrah', 1)
('Wilkinson', 'Melba', 1)
('Compton', 'Caridad', 1)
('Bentley', 'Carter', 1)
('Strong', 'Mariana', 2)
('Gilliam', 'Drucilla', 1)
('Rojas', 'Rona', 1)
('Meadows', 'Lina', 1)
('Murphy', 'Willetta', 1)
('Osborn', 'Arvilla', 2)
('Sawyer', 'Corrina', 2)
('Trevino', 'Mariette', 1)
('Gordon', 'Eleni', 1)
('Fields', 'Jesica', 1)
('Holloway', 'Williemae', 3)
('Mcgowan', 'Desire', 1)
('Collier', 'Consuela', 1)
('Hunter', 'Arie', 1)
('Wiggins', 'Vicki', 1)
('Mueller', 'Conrad', 1)
('Fowler', 'Ezra', 1)
('Schwartz', 'Cori', 1)
('Hardin', 'Willian', 1)
('Page', 'Lory', 1)
('Carroll', 'Camila', 1)
('Reese', 'Eliana', 1)
('Stevenson', 'Kattie', 1)
('Fuller', 'Luke', 1)
('Hahn', 'Addie', 1)
('Pratt', 'Dione', 1)
('Roberts', 'Dottie', 1)
('Vazquez', 'Ara', 1)
('Dennis', 'Collen', 1)
('Workman', 'Clelia', 1)
('Singleton', 'Mary', 1)
('Dillard', 'Juliane', 1)
('Walker', 'Dorthea', 1)
('Rowland', 'Natosha', 1)
('Velazquez', 'Devin', 1)
('Dejesus', 'Elease', 1)
('Cline', 'Kimberli', 1)
('Schroeder', 'Britteny', 1)
('Baker', 'Jamaal', 1)
('Melton', 'Gwenn', 1)
('Nash', 'Wendie', 1)
('Craft', 'Alissa', 1)
('Guy', 'Lara', 1)
('Alston', 'Cher', 1)
('Hardin', 'Chelsey', 1)
('Jefferson', 'Marlo', 1)
('Albert', 'Barry', 1)
('Goff', 'Chi', 2)
('Mccall', 'Rubye', 1)
('Jennings', 'Inger', 1)
('Powell', 'Louis', 1)
('Reese', 'Demarcus', 1)
('Reyes', 'Jewell', 1)
('Yang', 'Ivonne', 1)
('Thompson', 'Lezlie', 1)
('Frank', 'Ashleigh', 1)
('Ballard', 'Basil', 1)
('Joyner', 'Julia', 1)
('Rasmussen', 'Dale', 1)
('Douglas', 'Wynona', 1)
('Brown', 'Mercy', 1)
('Melendez', 'Raul', 1)
('Griffin', 'Maple', 1)
('Durham', 'Aubrey', 1)
('Henry', 'Katia', 1)
('Tyler', 'Genoveva', 1)
('Miranda', 'Mariam', 1)
('Simpson', 'Elnora', 1)
('Webster', 'Chasidy', 1)
('Duncan', 'Jacquline', 3)
('Slater', 'Ocie', 1)
('Wise', 'Delmar', 1)
('Mckee', 'Emanuel', 1)
('Glover', 'Majorie', 1)
('Cherry', 'Sherita', 1)
('Cooper', 'Jina', 1)
('Bell', 'Jenny', 1)
('Spears', 'Ilona', 1)
('Albert', 'Alisia', 1)
('Bright', 'Janella', 1)
('Wade', 'Han', 1)
('Huber', 'Emmaline', 1)
('Wagner', 'Delana', 1)
('Hernandez', 'Laverna', 1)
('Knight', 'Eliseo', 1)
('Nicholson', 'Alysia', 1)
('Cotton', 'Lavinia', 1)
('Irwin', 'Boyd', 1)
('Curry', 'Clarita', 1)
('Preston', 'Merideth', 1)
('Walls', 'Sonja', 1)
('Adkins', 'Phylis', 1)
('Berg', 'Joshua', 1)
('Short', 'Leif', 1)
('Elliott', 'Alishia', 1)
('Espinoza', 'Rebbecca', 1)
('Preston', 'Shonta', 1)
('Horne', 'Thalia', 1)
('Mccall', 'Neil', 2)
('Henry', 'Jerri', 1)
('Ford', 'Zora', 1)
('May', 'Hue', 1)
('Powers', 'Homer', 1)
('Webster', 'Charmain', 1)
('Decker', 'Ophelia', 1)
('Edwards', 'Shauna', 1)
('Vega', 'Kanesha', 2)
('Turner', 'Lashandra', 1)
('Emerson', 'Carmina', 1)
('Foreman', 'Merlin', 1)
('Hart', 'Shayla', 1)
('Valenzuela', 'Violet', 1)
('Schultz', 'Laurel', 1)
('Carney', 'Larae', 1)
('Mcdonald', 'Yu', 1)
('Juarez', 'Afton', 1)
('Elliott', 'Jeromy', 1)
('Holman', 'Parthenia', 1)
('Dillard', 'Thalia', 2)
('Larson', 'Deloris', 1)
('Schneider', 'Han', 1)
('Frost', 'Virgil', 1)
('Erickson', 'Vikki', 1)
('Patrick', 'Elanor', 1)
('Marquez', 'Bernetta', 1)
('Mullen', 'Loni', 1)
('Weaver', 'Garland', 1)
('Pugh', 'Abbey', 1)
('Duncan', 'Raeann', 1)
('Giles', 'Kandace', 1)
('Roberts', 'Dexter', 1)
('Byers', 'Loreen', 1)
('Reese', 'Theo', 2)
('Solis', 'Verna', 1)
('Pierce', 'Bettie', 1)
('Norris', 'Petronila', 2)
('Olsen', 'Inge', 1)
('Norris', 'Charlene', 1)
('Benjamin', 'Almeta', 1)
('Wolf', 'Phuong', 1)
('Roth', 'Yang', 1)
('Mathis', 'Freddie', 1)
('Bridges', 'Keri', 3)
('Mcpherson', 'Carola', 1)
('Hampton', 'Tanesha', 1)
('Parsons', 'Gilberto', 1)
('Brady', 'Melia', 2)
('Fowler', 'Pamala', 1)
('Sampson', 'Daina', 1)
('Roman', 'Lee', 1)
('Anderson', 'Lynne', 1)
('Greer', 'Eldridge', 1)
('Whitney', 'Tisa', 1)
('Merritt', 'Reyes', 1)
('Hutchinson', 'Maximina', 1)
('Skinner', 'Brain', 1)
('Berg', 'Lory', 1)
('Mcclain', 'Neville', 1)
('Tanner', 'Patrina', 1)
('Riddle', 'Trudy', 1)
('Rivera', 'Adriene', 1)
('Lynch', 'Corina', 1)
('Riggs', 'Barbera', 1)
('Lamb', 'Lezlie', 1)
('Carson', 'Dalia', 1)
('Tucker', 'Eloisa', 1)
('Mcmahon', 'Ami', 1)
('Ochoa', 'Babara', 1)
('Armstrong', 'Bennett', 2)
('Salinas', 'Carlena', 1)
('Parrish', 'Ashlie', 1)
('Moss', 'Brianna', 1)
('Wade', 'Tayna', 1)
('West', 'Vanessa', 1)
('Cotton', 'Lurlene', 1)
('Bullock', 'Kristel', 1)
('Davidson', 'Nathaniel', 1)
('Kinney', 'Sally', 1)
('Sanchez', 'Annis', 1)
('Mcdaniel', 'Bernita', 2)
('Skinner', 'Ernestina', 1)
('Atkins', 'Renay', 1)
('Mcneil', 'Kandi', 1)
('Goodman', 'Marisol', 1)
('Oliver', 'Lakenya', 1)
('Kennedy', 'Alane', 1)
('Clay', 'Garret', 1)
('Bennett', 'Beryl', 1)
('Dalton', 'Latosha', 1)
('Blankenship', 'Michel', 1)
('Hill', 'Robena', 2)
('Ellison', 'Ingeborg', 1)
('Gardner', 'Myrtle', 1)
('Best', 'Penni', 1)
('Humphrey', 'Erlinda', 1)
('Patel', 'Chloe', 1)
('Ward', 'Rochelle', 1)
('Finch', 'Lurlene', 1)
('Thompson', 'Justa', 1)
('Mendez', 'Catarina', 1)
('Cline', 'Cassie', 1)
('Rojas', 'Rodger', 1)
('Barron', 'Morton', 1)
('Rodriquez', 'Carola', 2)
('Kirkland', 'Sarah', 1)
('Fernandez', 'Mazie', 1)
('Pope', 'Skye', 1)
('Turner', 'Phebe', 1)
('Henry', 'Maryalice', 1)
('Jarvis', 'Melani', 1)
('Tate', 'Cleopatra', 1)
('Duffy', 'Mirella', 1)
('Gill', 'Cecelia', 1)
('Mercer', 'Shonta', 1)
('Logan', 'Denis', 2)
('Bush', 'Cyndi', 1)
('Cardenas', 'Toshia', 1)
('Wall', 'Corene', 3)
('Barber', 'Graciela', 2)
('Patel', 'Novella', 1)
('Chambers', 'Marisa', 1)
('Hopkins', 'Sharyn', 2)
('Christensen', 'Hildegarde', 1)
('Gill', 'Casey', 1)
('Curtis', 'Marcene', 1)
('Hays', 'Caroll', 2)
('Baker', 'Jennette', 1)
('Kim', 'Mellisa', 1)
('Rose', 'Desmond', 1)
('Manning', 'Evelina', 1)
('Key', 'Inocencia', 1)
('Chan', 'Sylvester', 1)
("O'connor", 'Emory', 1)
('Hammond', 'Ashanti', 1)
('Pickett', 'Vito', 1)
('Mcgowan', 'Yan', 2)
('Stanley', 'Klara', 1)
('Gibbs', 'Mandi', 1)
('Weber', 'Arminda', 1)
('Donovan', 'Clorinda', 1)
('Golden', 'Felicidad', 1)
('Clemons', 'Virgen', 1)
('Chaney', 'Deja', 1)
('Riddle', 'Tajuana', 1)
('Warner', 'Son', 1)
('Hamilton', 'Rosalva', 1)
('Pratt', 'Toya', 1)
('Gross', 'Christiana', 1)
('Kim', 'Klara', 1)
('Nieves', 'Hilde', 1)
("O'neill", 'Kerrie', 1)
('Hurst', 'Charleen', 1)
('Glover', 'Shawnda', 1)
('Martin', 'Anderson', 1)
('Hill', 'Phyllis', 1)
('Pickett', 'Terra', 1)
('Rogers', 'Trena', 1)
('Hoover', 'Ruthanne', 1)
('Guerrero', 'Yvone', 1)
('Gillespie', 'Lillia', 1)
('Cantrell', 'Charlyn', 1)
('Webb', 'Tonda', 1)
('Bean', 'Yvonne', 1)
('Hale', 'Cheree', 1)
('Mendez', 'Eleanor', 1)
('Marks', 'Derrick', 1)
('Peck', 'Alec', 1)
('Wilcox', 'Iva', 1)
('Knight', 'Nicola', 1)
('Navarro', 'Coleen', 1)
('Gonzales', 'Georgina', 1)
('Chase', 'Randolph', 1)
('Crosby', 'Barton', 1)
('Ford', 'Doreatha', 1)
('Kline', 'Ferne', 1)
('Baxter', 'Malinda', 1)
('William', 'Dacia', 2)
('Stanley', 'Earl', 1)
('Stone', 'Herlinda', 1)
('Butler', 'Ronna', 3)
('Deleon', 'Cicely', 1)
('Gould', 'Londa', 1)
('Knox', 'Collene', 1)
('Howell', 'Shea', 1)
('Carter', 'Mozelle', 3)
('Waters', 'Todd', 1)
('Reese', 'Junita', 1)
('Lopez', 'Euna', 1)
('Estes', 'Ivette', 1)
('Erickson', 'Ira', 1)
('Pratt', 'Mable', 1)
('Paul', 'Hedwig', 2)
("O'neil", 'Hortencia', 1)
('Dawson', 'Viva', 1)
('Hancock', 'Lecia', 1)
('Reid', 'Keturah', 1)
('Dunlap', 'Tora', 1)
('Pitts', 'Irving', 1)
('Kennedy', 'Miranda', 1)
('Howell', 'Rutha', 1)
('Mack', 'Aleta', 1)
('Boyd', 'Coleman', 1)
('Rivas', 'Jonell', 1)
('Kerr', 'Liliana', 1)
('Hull', 'Launa', 1)
('Guthrie', 'Jong', 1)
('Bonner', 'Shanna', 1)
('Hendricks', 'Syreeta', 2)
('Spence', 'Daryl', 3)
('Joyner', 'Charleen', 1)
('Higgins', 'Floretta', 1)
('Hayes', 'Collen', 1)
('Harding', 'Candis', 1)
('Munoz', 'Felica', 1)
('Booth', 'Carter', 1)
('Baker', 'Bee', 1)
('Weiss', 'Tressa', 1)
('Guy', 'Nita', 1)
('Garrison', 'Joeann', 1)
('Bean', 'Lyndsey', 3)
('Holt', 'Ileana', 1)
('Hopper', 'Cecil', 1)
('Bradley', 'Nathanael', 1)
('Farley', 'Oralia', 1)
('Hays', 'Carmela', 1)
('Vargas', 'Lissa', 2)
('Valdez', 'Lenore', 1)
('Robles', 'James', 1)
('Morgan', 'Darcie', 1)
('Woods', 'Aisha', 1)
('Gallegos', 'Kaci', 1)
('Cameron', 'Zona', 1)
('Rasmussen', 'Jenee', 2)
('Becker', 'Lorrie', 3)
('Hudson', 'Trena', 1)
('Bradshaw', 'Yanira', 1)
('Greer', 'Hee', 1)
('Giles', 'Yang', 1)
('Clayton', 'Patience', 1)
('Rosario', 'Vashti', 1)
('Robertson', 'Joshua', 1)
('Vega', 'Everett', 1)
('Cannon', 'Whitley', 1)
('Haley', 'Romaine', 1)
('Nolan', 'Allison', 1)
('Figueroa', 'Parthenia', 1)
('Powers', 'Alysha', 1)
('Franco', 'Aide', 1)
('Mills', 'Lena', 1)
('Ayala', 'Sherie', 1)
('Rojas', 'Frederica', 1)
('Vazquez', 'Nicholas', 1)
('Irwin', 'Lea', 1)
('Slater', 'Conception', 1)
('Tate', 'Silas', 1)
('Hall', 'Penney', 1)
('Levine', 'Arielle', 1)
('Horn', 'Edgar', 1)
('Gamble', 'Stefani', 1)
('Brooks', 'Mercedez', 1)
('Pena', 'Laure', 1)
('Alvarez', 'Kristen', 1)
('Browning', 'Zelma', 2)
('Franco', 'Ruthanne', 1)
('Powers', 'Angie', 1)
('Moran', 'Rudolf', 1)
('Bates', 'Shiloh', 1)
('Rhodes', 'Ayanna', 1)
('Fowler', 'Merrie', 1)
('Dale', 'Josephine', 1)
('Rivers', 'Andria', 1)
('Alvarez', 'Dori', 1)
('Collier', 'Carline', 2)
('Cummings', 'Jaqueline', 1)
('Gardner', 'Willow', 1)
('Guerra', 'Bridgette', 3)
('Chan', 'Vinnie', 1)
('May', 'Letisha', 1)
('Foreman', 'Carissa', 1)
('Black', 'Armando', 1)
('Ross', 'Novella', 1)
('Sullivan', 'Kasha', 1)
('Weber', 'Milagros', 1)
('Nixon', 'Ivelisse', 1)
('Figueroa', 'Thanh', 1)
('Merrill', 'Major', 1)
('Vega', 'Selene', 1)
('Mcmillan', 'Shona', 1)
('Hill', 'Jeffrey', 1)
('Zimmerman', 'Ollie', 2)
('Roman', 'Nanette', 1)
('Bass', 'Porter', 1)
('Neal', 'Miquel', 1)
('Cook', 'Erlene', 1)
('Goodman', 'Sheila', 1)
('Mcgee', 'Luciana', 1)
('Johnson', 'Cayla', 1)
('Miles', 'Catherine', 1)
('Maynard', 'Grisel', 1)
('Little', 'Florrie', 1)
('Harris', 'Nanette', 1)
('Macias', 'Carson', 1)
('Langley', 'Molly', 1)
('Rasmussen', 'Hollis', 1)
('Thornton', 'Basilia', 1)
('Johnston', 'Omega', 1)
('Zamora', 'Jayme', 1)
('Nolan', 'Lilliam', 1)
('Wagner', 'Henrietta', 1)
('Ramirez', 'Tu', 2)
('Snyder', 'Cheryll', 1)
('Deleon', 'Kiara', 1)
('Scott', 'Delana', 1)
('Michael', 'Ellsworth', 1)
('Davenport', 'Jule', 1)
('Page', 'Greta', 1)
('Bridges', 'Chantell', 1)
('Gonzales', 'Regine', 2)
('Houston', 'Quyen', 1)
('Olsen', 'Kecia', 1)
('Clemons', 'Serafina', 1)
('Hebert', 'Bong', 2)
('Knapp', 'Aaron', 1)
('Cash', 'Whitney', 1)
('Clay', 'Nakisha', 1)
('Howell', 'Nichelle', 1)
('Austin', 'Tammy', 1)
('Richardson', 'Lashawna', 1)
('Kennedy', 'Katelin', 2)
('Harvey', 'Season', 1)
('Melton', 'Melodie', 1)
('Wolfe', 'Tuan', 1)
('Berger', 'Marguerite', 1)
('Trevino', 'Yan', 1)
('Miller', 'Gwendolyn', 1)
('Cherry', 'Ayanna', 1)
('Dalton', 'Hue', 1)
('Pennington', 'Mathilda', 1)
('Fitzgerald', 'Edra', 1)
('Donaldson', 'Chauncey', 1)
('Reynolds', 'Kimberley', 1)
('Espinoza', 'Shenna', 1)
('Bullock', 'Ricki', 1)
('Whitfield', 'Efren', 1)
('Ryan', 'Deirdre', 1)
('Snider', 'Inez', 1)
('Donaldson', 'Octavia', 1)
('Hunter', 'Orval', 1)
('Fischer', 'Tammera', 1)
('Moore', 'Ira', 1)
('Ellis', 'Cindi', 1)
('Acevedo', 'Ester', 1)
('Mendoza', 'Deshawn', 3)
('Browning', 'Zulema', 1)
('Rosa', 'Tuyet', 1)
('Christian', 'Laurence', 1)
('Stevenson', 'Karren', 1)
('Clark', 'Cassidy', 1)
('Sweeney', 'Elmo', 1)
('Barnett', 'Shaunda', 1)
('Osborn', 'Mallie', 1)
('Brewer', 'Sharyn', 1)
('Rocha', 'Antonetta', 1)
('Banks', 'Bobbi', 1)
('Long', 'Justina', 1)
('Black', 'Keitha', 1)
('Baldwin', 'Genoveva', 3)
('Long', 'Maira', 1)
('Cantrell', 'Shirely', 1)
('Castro', 'Laci', 1)
('Hart', 'Sebrina', 1)
('Acosta', 'Bettyann', 1)
('Young', 'Jasmin', 1)
('Hensley', 'Genny', 1)
('Owen', 'Dagny', 1)
('Poole', 'Cinthia', 1)
('Fischer', 'Teofila', 2)
('Farley', 'Jeni', 1)
('Bender', 'Benny', 1)
('Lee', 'Joni', 1)
('Rollins', 'Ernest', 1)
('Perry', 'Rayna', 1)
('Camacho', 'Cecilia', 1)
('Espinoza', 'Bettye', 1)
('Cooper', 'Rory', 1)
('Cross', 'Hayden', 1)
('Little', 'Tobie', 3)
('Massey', 'Keturah', 1)
('Pitts', 'Gabriel', 1)
('Hart', 'Guillermo', 1)
('Wiley', 'Shanita', 1)
('Mooney', 'Nenita', 1)
('Hughes', 'Kenton', 1)
('Mercado', 'Suellen', 1)
('James', 'Myrtie', 1)
('Stone', 'Aleta', 1)
('Burch', 'Jeromy', 2)
('Hebert', 'Lise', 1)
('Mosley', 'Lolita', 3)
('Delacruz', 'Joesph', 2)
('Webster', 'Sanora', 1)
('Mills', 'Sandy', 1)
('Gordon', 'Earline', 1)
('Hardin', 'Eric', 1)
('Alston', 'Chere', 1)
('Richard', 'Nathaniel', 1)
('Lamb', 'Karren', 1)
('Hamilton', 'Delila', 1)
('Pittman', 'Harris', 1)
('Melton', 'Tommie', 2)
('Guerrero', 'Tarra', 1)
('Moore', 'Berna', 1)
('Marks', 'Lorraine', 1)
('Key', 'Elaina', 1)
('Henderson', 'Adam', 1)
('Cooley', 'Tommie', 1)
('Jacobson', 'Johana', 1)
('Hart', 'Waldo', 1)
('Bryan', 'Philip', 1)
('Kent', 'Celestine', 1)
('Boyd', 'Chelsey', 1)
('Jordan', 'Somer', 1)
('Price', 'Hans', 1)
('Kelly', 'Carroll', 1)
('Lyons', 'Shemeka', 1)
('Randolph', 'Shery', 1)
('Mcdaniel', 'Nettie', 1)
('Copeland', 'Abram', 1)
('Hendrix', 'Benito', 1)
('Summers', 'Burma', 1)
('Fowler', 'Tonisha', 1)
('Cole', 'Lashunda', 1)
('Puckett', 'Mireille', 1)
('Mcbride', 'Bess', 1)
('Harding', 'Gussie', 1)
('Johnston', 'Loreta', 1)
('Garrett', 'Mark', 1)
('Buckner', 'Barry', 1)
('Simon', 'Rayford', 1)
('Miranda', 'Dorothea', 1)
('Sykes', 'Loraine', 1)
('Bass', 'Susann', 1)
('Reid', 'Dung', 1)
('Pruitt', 'Cassondra', 1)
('King', 'Dung', 1)
('Morrison', 'Jamaal', 1)
('Chan', 'Roy', 1)
('Hooper', 'Blanca', 1)
('Hurley', 'Tangela', 1)
('Key', 'Cherelle', 1)
('Cross', 'Leeanne', 1)
('Herrera', 'Janie', 1)
('Freeman', 'Kathie', 2)
('Rosario', 'Sunshine', 1)
('Riddle', 'Stephaine', 1)
('Berg', 'Monika', 3)
('Chan', 'Ulrike', 1)
('Gaines', 'Ulysses', 1)
('Pope', 'Wm', 1)
('Garner', 'Saturnina', 3)
('Golden', 'Araceli', 3)
('Johnson', 'Trisha', 1)
('Kirkland', 'Pinkie', 1)
('Juarez', 'Muriel', 1)
('Hunter', 'Adrien', 1)
('Shelton', 'Rodrick', 1)
('Powers', 'Johna', 1)
('Perez', 'Bella', 1)
('Parks', 'Sarita', 2)
('Davenport', 'Wanita', 1)
('Chapman', 'Trinidad', 1)
('Case', 'Octavia', 1)
('Durham', 'Rodrigo', 1)
('Skinner', 'Jeannette', 1)
('Joyner', 'Augustina', 1)
('Sykes', 'Lore', 1)
('Molina', 'Elma', 1)
('Byrd', 'Kristel', 1)
('Hammond', 'Shantae', 1)
('Graham', 'Hortencia', 1)
('Savage', 'Hilary', 1)
('Fry', 'Elouise', 1)
('Mack', 'Alexis', 1)
('Salinas', 'Erma', 1)
('Harris', 'Eun', 1)
('Rush', 'Annett', 1)
('Higgins', 'Reena', 1)
('Cobb', 'Ehtel', 1)
('Burke', 'Deloris', 3)
('Hayden', 'Janna', 1)
('Saunders', 'Valery', 1)
('Arnold', 'Elmo', 1)
('Lee', 'Morton', 1)
('Finley', 'Judith', 1)
('Davenport', 'Florencio', 1)
('Horne', 'Alesia', 1)
('Newman', 'Lynda', 1)
('Bonner', 'Lenita', 1)
('King', 'Neida', 1)
('Stanton', 'Wes', 1)
('English', 'Kaylee', 2)
('Barton', 'Anton', 1)
('Marshall', 'Valeri', 1)
('Wagner', 'Gabriel', 1)
('Henson', 'Donnetta', 1)
('Joyner', 'Verdell', 1)
('Saunders', 'Jenna', 1)
('Hayes', 'Spring', 1)
('Irwin', 'Piedad', 1)
('Key', 'Lea', 1)
('Cannon', 'Graig', 1)
('Barber', 'Christel', 1)
('Robertson', 'Yahaira', 1)
('Nichols', 'Javier', 1)
('Beck', 'Nelle', 1)
('Pratt', 'Zelda', 1)
('Ward', 'Daisy', 1)
('Moses', 'Odette', 1)
('Chang', 'Bev', 1)
('Nieves', 'Holly', 1)
('Mason', 'Kenyetta', 1)
('Manning', 'Janine', 1)
('Kirk', 'Karla', 2)
('Riggs', 'Jame', 1)
("O'neil", 'Raphael', 1)
('Harrington', 'Kendra', 1)
('Cruz', 'Tena', 2)
('Gray', 'Mi', 1)
('Henry', 'Renita', 1)
('Wells', 'Glady', 1)
('Burton', 'Lanita', 1)
('Warner', 'Samual', 1)
('Pope', 'Shara', 1)
('William', 'Elenore', 1)
('Barry', 'Laureen', 1)
("O'neill", 'Verona', 1)
('Dickerson', 'Danyell', 1)
('Vega', 'Stephen', 1)
('Chaney', 'Heather', 1)
('Branch', 'Desiree', 1)
('Frost', 'Venessa', 1)
("O'neill", 'Andy', 1)
('Jackson', 'Dorthey', 2)
('Johns', 'Latoya', 1)
('Alvarado', 'Lise', 1)
('Sims', 'Stacie', 1)
('Russo', 'Patsy', 1)
('Palmer', 'Terese', 1)
('Briggs', 'Terese', 1)
('Downs', 'Cira', 1)
('Knapp', 'Narcisa', 1)
('Soto', 'Phebe', 1)
('Ray', 'Ethelyn', 1)
('Bond', 'Danielle', 1)
('Lester', 'Moira', 1)
('Higgins', 'Leslie', 1)
('Burt', 'Charise', 1)
('Hayes', 'Melanie', 2)
('Joyner', 'Beatris', 1)
('Wilkerson', 'Sylvie', 1)
('Pena', 'Earlean', 1)
('Rollins', 'Adriene', 1)
('Velez', 'Rudolph', 1)
('Stone', 'Hubert', 1)
('Sawyer', 'Tanesha', 1)
('Thornton', 'Adam', 1)
('Guzman', 'Felice', 2)
('Woods', 'Lucy', 2)
('Daniels', 'Agatha', 1)
('Schneider', 'Vince', 1)
('Stone', 'Ben', 1)
('Dunn', 'Lee', 1)
('Craft', 'Hugh', 1)
('Hughes', 'Kandace', 1)
('Bush', 'Kathyrn', 1)
('Forbes', 'Ai', 1)
('Wilder', 'Tomika', 1)
('Bean', 'Tonja', 1)
('Hebert', 'Annabelle', 1)
('Valencia', 'Edythe', 1)
('Burks', 'Boyce', 1)
('Branch', 'Linnie', 3)
('Buck', 'Rodolfo', 1)
('Goodman', 'Destiny', 1)
('Shannon', 'Julianne', 1)
('Robles', 'Giselle', 1)
('Sanders', 'Gilberto', 1)
('Arnold', 'Twana', 1)
('Manning', 'Lucile', 1)
('Aguilar', 'Elinore', 3)
('Jones', 'Diane', 1)
('Bray', 'Jessika', 1)
('Estes', 'Delaine', 1)
('Owens', 'Gena', 1)
('Henderson', 'Jane', 1)
('Downs', 'Ladawn', 1)
('Reilly', 'Hubert', 1)
('Herman', 'Jeanett', 1)
('Mccarty', 'Alane', 1)
('Osborne', 'Erlinda', 1)
('Reed', 'Heide', 1)
('Rodriquez', 'Kasie', 1)
('Acevedo', 'Penny', 1)
('Harvey', 'Camille', 1)
('Bates', 'Katharina', 2)
('Webb', 'Ciera', 1)
('Ayers', 'Macie', 1)
('Lawson', 'Arline', 1)
('Baker', 'Miriam', 1)
('Knowles', 'Vernon', 1)
('Wilcox', 'Jeannie', 1)
('Dixon', 'Latonya', 1)
('Dickson', 'Kylee', 1)
('Lane', 'Wallace', 1)
('Hudson', 'Kanesha', 1)
('Sears', 'Deane', 1)
('Norman', 'Alejandro', 1)
('Lott', 'Ashton', 1)
('Clemons', 'Zulema', 1)
('Hardin', 'Chere', 1)
('Stout', 'Phylicia', 1)
('Hodge', 'Marget', 1)
('Morton', 'Kerrie', 1)
('Richards', 'Douglas', 1)
('Ballard', 'Earline', 1)
('Jackson', 'Lynwood', 1)
('Williams', 'Lucilla', 1)
('Larson', 'Brigida', 1)
('Chase', 'Sheryl', 1)
('Neal', 'Clare', 1)
('Merrill', 'Angelique', 1)
('Alvarez', 'Sharie', 1)
('Norton', 'Maurice', 1)
('Chang', 'Dorothea', 1)
('Berger', 'Vonda', 1)
('Espinoza', 'Garry', 3)
('Schneider', 'Starr', 1)
('Soto', 'Charlesetta', 1)
('Combs', 'Shasta', 1)
('Sears', 'Monica', 2)
('Wilkins', 'Delbert', 1)
('Rodriquez', 'Jama', 1)
('Steele', 'Lois', 1)
('Alvarado', 'Sherril', 1)
('Cotton', 'Ebony', 1)
("O'donnell", 'Geraldine', 1)
('Kramer', 'Luke', 1)
('Roman', 'Collene', 1)
('Glover', 'Noble', 1)
